OccurenceID,EventDate,scientificName,vernacularName,individualCount,DecimalLatitude,DecimalLongitude,app_used,collectionID,occurenceStatus,basisOfRecord,scientificNameID,footprintWKT,geom,in_ocean
41858,2017-06-16 04:51:00+00:00,Megaptera novaeangliae,Humpback,1,57.34099,-133.80737,whale_alert,11419,,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-133.80737 57.34099000000001),,1
42120,2017-06-23 02:03:00+00:00,Megaptera novaeangliae,Humpback,1,58.12904,-134.99939,whale_alert,11578,,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-134.99939 58.12904),,1
42121,2017-06-23 02:03:00+00:00,Megaptera novaeangliae,Humpback,1,58.12904,-134.99939,whale_alert,11579,,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-134.99939 58.12904),,1
52250,2018-04-18 16:38:00+00:00,Delphinus capensis,Long-beaked Common Dolphin,1,34.11263,-119.21038,whale_alert,16392,,HumanObservation,urn:lsid:marinespecies.org:taxname:383816,POINT (-119.21038 34.11263),,1
52562,2018-05-07 17:54:00+00:00,Megaptera novaeangliae,Humpback,1,58.14169,-135.42196,whale_alert,16606,,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-135.42196 58.14169),,1
55132,2018-07-21 19:52:00+00:00,Megaptera novaeangliae,Humpback,1,58.27773,-135.8467,whale_alert,18190,,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-135.8467 58.27773),,1
203,2013-07-23 18:16:06+00:00,Phocoena phocoena,Harbor Porpoise,1,37.694016,-122.6211,spotter_pro,62,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.6211 37.694016),,1
206,2013-07-23 18:27:14+00:00,Phocoena phocoena,Harbor Porpoise,1,37.744176,-122.569192,spotter_pro,62,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.569192 37.744176),,1
205,2013-07-23 18:31:01+00:00,Phocoena phocoena,Harbor Porpoise,1,37.761877,-122.551024,spotter_pro,62,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.551024 37.761877),,1
188,2013-07-24 19:07:52+00:00,Balaenoptera musculus,Blue Whale,1,37.803268,-123.305735,spotter_pro,58,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137090,POINT (-123.305735 37.803268),,1
189,2013-07-24 19:08:58+00:00,Lagenorhynchus obliquidens,Pacific White-Sided Dolphin,1,37.80335,-123.30162,spotter_pro,58,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:254981,POINT (-123.30162 37.80335),,1
196,2013-07-25 15:33:21+00:00,Megaptera novaeangliae,Humpback Whale,1,37.725223,-123.152567,spotter_pro,59,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-123.152567 37.725223),,1
198,2013-07-25 16:39:28+00:00,Megaptera novaeangliae,Humpback Whale,1,37.719156,-123.192821,spotter_pro,59,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-123.192821 37.719156),,1
190,2013-07-25 17:38:47+00:00,Megaptera novaeangliae,Humpback Whale,1,37.72374,-123.232572,spotter_pro,59,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-123.232572 37.72374),,1
192,2013-07-25 18:48:53+00:00,Balaenoptera musculus,Blue Whale,1,37.724049,-123.157341,spotter_pro,59,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137090,POINT (-123.157341 37.724049),,1
194,2013-07-25 18:51:20+00:00,Megaptera novaeangliae,Humpback Whale,1,37.724246,-123.148694,spotter_pro,59,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-123.148694 37.724246),,1
211,2013-07-27 15:11:21+00:00,Balaenoptera musculus,Blue Whale,1,38.148307,-123.317311,spotter_pro,70,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137090,POINT (-123.317311 38.148307),,1
216,2013-07-28 15:28:43+00:00,Eschrichtius robustus,Gray Whale,1,37.980662,-122.894476,spotter_pro,71,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137112,POINT (-122.894476 37.980662),,1
215,2013-07-28 15:38:09+00:00,Phocoena phocoena,Harbor Porpoise,1,37.97979,-122.928514,spotter_pro,71,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.928514 37.97979),,1
213,2013-07-28 15:58:06+00:00,Phocoena phocoena,Harbor Porpoise,1,37.978466,-122.991817,spotter_pro,71,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.991817 37.978466),,1
220,2013-07-28 18:31:43+00:00,Megaptera novaeangliae,Humpback Whale,1,37.964152,-123.494852,spotter_pro,72,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-123.494852 37.964152),,1
219,2013-07-28 18:52:13+00:00,Megaptera novaeangliae,Humpback Whale,1,37.993933,-123.455803,spotter_pro,72,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-123.455803 37.993933),,1
234,2013-08-04 15:44:11+00:00,Phocoena phocoena,Harbor Porpoise,1,37.823001,-122.467179,spotter_pro,75,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.467179 37.823001),,1
243,2013-08-09 15:47:27+00:00,Phocoena phocoena,Harbor Porpoise,1,37.818236,-122.498014,spotter_pro,76,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.498014 37.818236),,1
242,2013-08-09 15:48:02+00:00,Phocoena phocoena,Harbor Porpoise,1,37.818434,-122.500713,spotter_pro,76,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.500713 37.818434),,1
253,2013-08-09 15:49:19+00:00,Phocoena phocoena,Harbor Porpoise,1,37.817512,-122.506367,spotter_pro,76,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.506367 37.817512),,1
251,2013-08-09 15:49:51+00:00,Phocoena phocoena,Harbor Porpoise,1,37.817143,-122.508788,spotter_pro,76,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.508788 37.817143),,1
246,2013-08-09 15:50:07+00:00,Phocoena phocoena,Harbor Porpoise,1,37.816916,-122.509894,spotter_pro,76,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.509894 37.816916),,1
241,2013-08-09 15:52:10+00:00,Phocoena phocoena,Harbor Porpoise,1,37.814845,-122.519265,spotter_pro,76,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.519265 37.814845),,1
254,2013-08-09 15:52:18+00:00,Phocoena phocoena,Harbor Porpoise,1,37.814693,-122.519931,spotter_pro,76,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.519931 37.814693),,1
248,2013-08-09 15:58:08+00:00,Phocoena phocoena,Harbor Porpoise,1,37.817884,-122.539543,spotter_pro,76,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.539543 37.817884),,1
252,2013-08-09 20:10:38+00:00,Phocoena phocoena,Harbor Porpoise,1,37.817884,-122.539543,spotter_pro,76,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.539543 37.817884),,1
247,2013-08-09 20:18:04+00:00,Phocoena phocoena,Harbor Porpoise,1,37.817884,-122.539543,spotter_pro,76,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.539543 37.817884),,1
250,2013-08-09 20:18:12+00:00,Phocoena phocoena,Harbor Porpoise,1,37.817884,-122.539543,spotter_pro,76,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.539543 37.817884),,1
249,2013-08-09 20:19:06+00:00,Phocoena phocoena,Harbor Porpoise,1,37.817884,-122.539543,spotter_pro,76,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.539543 37.817884),,1
255,2013-08-10 15:49:31+00:00,Phocoena phocoena,Harbor Porpoise,1,37.801138,-122.503971,spotter_pro,77,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.503971 37.801138),,1
259,2013-08-10 15:57:35+00:00,Phocoena phocoena,Harbor Porpoise,1,37.809963,-122.53261,spotter_pro,77,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.53261 37.809963),,1
265,2013-08-10 16:23:51+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.314259,-119.555383,spotter_pro,78,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.555383 34.314259),,1
266,2013-08-10 17:32:02+00:00,Megaptera novaeangliae,Humpback Whale,1,34.285078,-119.377377,spotter_pro,78,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.377377 34.285078),,1
260,2013-08-10 17:48:34+00:00,Megaptera novaeangliae,Humpback Whale,1,37.747638,-122.935686,spotter_pro,77,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-122.935686 37.747638),,1
258,2013-08-10 17:49:26+00:00,Balaenoptera musculus,Blue Whale,1,37.747796,-122.935695,spotter_pro,77,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137090,POINT (-122.935695 37.747796),,1
263,2013-08-10 17:51:08+00:00,Megaptera novaeangliae,Humpback Whale,1,34.303717,-119.387927,spotter_pro,78,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.387927 34.303717),,1
264,2013-08-10 19:02:50+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.206734,-119.389583,spotter_pro,78,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.389583 34.206734),,1
262,2013-08-10 22:08:32+00:00,Megaptera novaeangliae,Humpback Whale,1,34.277518,-119.378791,spotter_pro,78,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.378791 34.277518),,1
271,2013-08-12 17:04:39+00:00,Phocoena phocoena,Harbor Porpoise,1,37.8296,-122.690471,spotter_pro,80,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.690471 37.8296),,1
274,2013-08-12 17:06:33+00:00,Phocoena phocoena,Harbor Porpoise,1,37.827477,-122.697944,spotter_pro,80,,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.697944 37.827477),,1
269,2013-08-12 21:03:00+00:00,Phocoena phocoena,Harbor Porpoise,1,37.793991,-122.616401,spotter_pro,80,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.616401 37.793991),,1
285,2013-08-15 15:36:33+00:00,Phocoena phocoena,Harbor Porpoise,1,37.81798,-122.483714,spotter_pro,82,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.483714 37.81798),,1
280,2013-08-15 15:45:39+00:00,Phocoena phocoena,Harbor Porpoise,1,37.812008,-122.521914,spotter_pro,82,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.521914 37.812008),,1
279,2013-08-15 16:31:18+00:00,Balaenoptera acutorostrata,Minke Whale,1,37.798659,-122.699249,spotter_pro,82,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-122.699249 37.798659),,1
277,2013-08-15 17:56:26+00:00,Megaptera novaeangliae,Humpback Whale,1,37.681315,-123.046176,spotter_pro,82,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-123.046176 37.681315),,1
278,2013-08-15 18:50:38+00:00,Megaptera novaeangliae,Humpback Whale,1,37.687566,-123.002252,spotter_pro,82,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-123.002252 37.687566),,1
292,2013-08-16 20:37:24+00:00,Phocoena phocoena,Harbor Porpoise,1,37.780655,-122.605436,spotter_pro,83,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.605436 37.780655),,1
289,2013-08-16 20:52:04+00:00,Phocoena phocoena,Harbor Porpoise,1,37.803541,-122.531607,spotter_pro,83,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.531607 37.803541),,1
288,2013-08-16 20:54:18+00:00,Phocoena phocoena,Harbor Porpoise,1,37.805587,-122.520415,spotter_pro,83,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.520415 37.805587),,1
313,2013-08-17 00:07:51+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.284775,-119.451428,spotter_pro,86,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.451428 34.284775),,1
294,2013-08-17 15:22:59+00:00,Phocoena phocoena,Harbor Porpoise,1,37.813001,-122.412002,spotter_pro,84,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.412002 37.813001),,1
295,2013-08-17 15:36:47+00:00,Phocoena phocoena,Harbor Porpoise,1,37.816802,-122.456378,spotter_pro,84,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.456378 37.816802),,1
305,2013-08-18 15:42:47+00:00,Phocoena phocoena,Harbor Porpoise,1,37.815446,-122.457072,spotter_pro,85,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.457072 37.815446),,1
303,2013-08-18 15:46:25+00:00,Phocoena phocoena,Harbor Porpoise,1,37.815163,-122.469979,spotter_pro,85,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.469979 37.815163),,1
302,2013-08-18 16:06:34+00:00,Phocoena phocoena,Harbor Porpoise,1,37.813578,-122.524537,spotter_pro,85,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.524537 37.813578),,1
299,2013-08-18 18:56:03+00:00,Orcinus orca,Killer Whale (Orca),1,37.69486,-123.06897,spotter_pro,85,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137102,POINT (-123.06897 37.69486),,1
300,2013-08-18 20:02:34+00:00,Megaptera novaeangliae,Humpback Whale,1,37.689704,-123.131757,spotter_pro,85,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-123.131757 37.689704),,1
298,2013-08-18 21:49:23+00:00,Phocoena phocoena,Harbor Porpoise,1,37.792345,-122.590331,spotter_pro,85,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.590331 37.792345),,1
296,2013-08-18 22:00:53+00:00,Phocoena phocoena,Harbor Porpoise,1,37.805366,-122.534641,spotter_pro,85,Possible,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.534641 37.805366),,1
304,2013-08-18 22:03:04+00:00,Phocoena phocoena,Harbor Porpoise,1,37.807329,-122.524143,spotter_pro,85,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.524143 37.807329),,1
375,2013-08-19 15:31:46+00:00,Phocoena phocoena,Harbor Porpoise,1,37.818242,-122.435794,spotter_pro,96,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.435794 37.818242),,1
372,2013-08-19 15:33:22+00:00,Phocoena phocoena,Harbor Porpoise,1,37.818879,-122.440415,spotter_pro,96,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.440415 37.818879),,1
366,2013-08-19 15:36:42+00:00,Phocoena phocoena,Harbor Porpoise,1,37.816573,-122.450293,spotter_pro,96,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.450293 37.816573),,1
369,2013-08-19 21:26:56+00:00,Phocoena phocoena,Harbor Porpoise,1,37.813758,-122.441455,spotter_pro,96,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.441455 37.813758),,1
379,2013-08-22 16:51:04+00:00,Phocoena phocoena,Harbor Porpoise,1,37.793086,-122.588556,spotter_pro,98,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.588556 37.793086),,1
316,2013-08-22 17:36:36+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.368601,-119.572812,spotter_pro,88,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.572812 34.368601),,1
317,2013-08-22 19:25:35+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.319785,-119.490986,spotter_pro,88,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.490986 34.319785),,1
323,2013-08-22 19:55:38+00:00,Megaptera novaeangliae,Humpback Whale,1,34.291698,-119.416127,spotter_pro,88,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-119.416127 34.291698),,1
386,2013-08-22 20:51:04+00:00,Phocoena phocoena,Harbor Porpoise,1,37.812248,-122.465644,spotter_pro,98,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.465644 37.812248),,1
392,2013-08-23 15:42:11+00:00,Phocoena phocoena,Harbor Porpoise,1,37.81336,-122.440453,spotter_pro,99,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.440453 37.81336),,1
395,2013-08-23 21:51:34+00:00,Phocoena phocoena,Harbor Porpoise,1,37.81671,-122.463887,spotter_pro,99,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.463887 37.81671),,1
399,2013-08-24 00:04:55+00:00,Phocoena phocoena,Harbor Porpoise,1,37.812592,-122.409836,spotter_pro,100,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.409836 37.812592),,1
403,2013-08-24 15:53:55+00:00,Phocoena phocoena,Harbor Porpoise,1,37.815541,-122.423051,spotter_pro,101,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.423051 37.815541),,1
328,2013-08-24 18:03:46+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.333532,-119.50319,spotter_pro,90,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.50319 34.333532),,1
329,2013-08-24 18:13:40+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.319739,-119.48099,spotter_pro,90,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.48099 34.319739),,1
400,2013-08-24 21:14:26+00:00,Phocoena phocoena,Harbor Porpoise,1,37.813369,-122.489939,spotter_pro,101,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.489939 37.813369),,1
408,2013-08-24 23:22:28+00:00,Phocoena phocoena,Harbor Porpoise,1,37.816458,-122.478783,spotter_pro,102,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.478783 37.816458),,1
406,2013-08-24 23:25:03+00:00,Phocoena phocoena,Harbor Porpoise,1,37.811693,-122.483357,spotter_pro,102,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.483357 37.811693),,1
424,2013-08-25 15:39:23+00:00,Phocoena phocoena,Harbor Porpoise,1,37.814774,-122.457618,spotter_pro,103,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.457618 37.814774),,1
336,2013-08-25 15:40:14+00:00,Phocoena phocoena,Harbor Porpoise,1,37.815416,-122.461911,spotter_pro,91,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.461911 37.815416),,1
338,2013-08-25 15:44:48+00:00,Phocoena phocoena,Harbor Porpoise,1,37.819485,-122.485985,spotter_pro,91,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.485985 37.819485),,1
339,2013-08-25 15:56:01+00:00,Phocoena phocoena,Harbor Porpoise,1,37.816705,-122.517413,spotter_pro,91,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.517413 37.816705),,1
429,2013-08-25 15:57:26+00:00,Phocoena phocoena,Harbor Porpoise,1,37.81437,-122.523363,spotter_pro,103,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.523363 37.81437),,1
335,2013-08-25 16:05:51+00:00,Phocoena phocoena,Harbor Porpoise,1,37.824347,-122.555666,spotter_pro,91,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.555666 37.824347),,1
423,2013-08-25 18:11:08+00:00,Megaptera novaeangliae,Humpback Whale,1,37.686282,-123.03867,spotter_pro,103,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-123.03867 37.686282),,1
415,2013-08-25 18:15:21+00:00,Megaptera novaeangliae,Humpback Whale,1,37.68527,-123.044114,spotter_pro,103,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-123.044114 37.68527),,1
414,2013-08-25 18:20:29+00:00,Megaptera novaeangliae,Humpback Whale,1,37.685805,-123.04377,spotter_pro,103,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-123.04377 37.685805),,1
344,2013-08-25 20:15:14+00:00,Phocoena phocoena,Harbor Porpoise,1,37.791875,-122.601511,spotter_pro,92,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.601511 37.791875),,1
437,2013-08-27 16:56:03+00:00,Phocoena phocoena,Harbor Porpoise,1,37.784901,-122.578801,spotter_pro,105,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.578801 37.784901),,1
438,2013-08-27 19:28:16+00:00,Balaenoptera musculus,Blue Whale,1,37.669928,-123.104824,spotter_pro,105,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137090,POINT (-123.104824 37.669928),,1
439,2013-08-27 19:56:06+00:00,Megaptera novaeangliae,Humpback Whale,1,37.664083,-123.12539,spotter_pro,105,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-123.12539 37.664083),,1
359,2013-08-29 18:30:16+00:00,Balaenoptera acutorostrata,Minke Whale,1,34.290347,-119.507822,spotter_pro,95,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.507822 34.290347),,1
455,2013-08-30 15:56:23+00:00,Phocoena phocoena,Harbor Porpoise,1,37.817201,-122.463963,spotter_pro,108,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.463963 37.817201),,1
459,2013-08-30 16:05:00+00:00,Phocoena phocoena,Harbor Porpoise,1,37.812702,-122.497526,spotter_pro,108,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.497526 37.812702),,1
457,2013-08-30 19:23:48+00:00,Phocoena phocoena,Harbor Porpoise,1,37.804936,-122.523383,spotter_pro,108,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.523383 37.804936),,1
462,2013-08-31 16:01:50+00:00,Phocoena phocoena,Harbor Porpoise,1,37.815959,-122.502807,spotter_pro,109,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.502807 37.815959),,1
464,2013-08-31 16:02:01+00:00,Phocoena phocoena,Harbor Porpoise,1,37.815652,-122.503378,spotter_pro,109,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.503378 37.815652),,1
468,2013-08-31 16:16:57+00:00,Phocoena phocoena,Harbor Porpoise,1,37.792927,-122.545194,spotter_pro,109,Possible,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.545194 37.792927),,1
460,2013-08-31 16:20:02+00:00,Phocoena phocoena,Harbor Porpoise,1,37.788658,-122.554663,spotter_pro,109,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.554663 37.788658),,1
465,2013-08-31 16:20:42+00:00,Phocoena phocoena,Harbor Porpoise,1,37.788179,-122.556944,spotter_pro,109,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.556944 37.788179),,1
488,2013-08-31 17:21:51+00:00,Balaenoptera acutorostrata,Bottlenose Dolphin,1,34.387598,-119.677615,spotter_pro,114,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-119.677615 34.387598),,1
469,2013-08-31 21:47:41+00:00,Phocoena phocoena,Harbor Porpoise,1,37.810115,-122.52267,spotter_pro,109,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.52267 37.810115),,1
492,2013-09-01 15:33:58+00:00,Phocoena phocoena,Harbor Porpoise,1,37.814917,-122.433612,spotter_pro,116,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.433612 37.814917),,1
491,2013-09-01 20:49:07+00:00,Megaptera novaeangliae,Humpback Whale,1,37.650886,-122.877946,spotter_pro,116,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-122.877946 37.650886),,1
493,2013-09-01 22:36:39+00:00,Phocoena phocoena,Harbor Porpoise,1,37.802718,-122.493119,spotter_pro,116,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.493119 37.802718),,1
500,2013-09-02 19:07:48+00:00,Megaptera novaeangliae,Humpback Whale,1,37.679017,-123.017104,spotter_pro,120,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-123.017104 37.679017),,1
511,2013-09-05 16:02:57+00:00,Phocoena phocoena,Harbor Porpoise,1,37.818818,-122.467898,spotter_pro,118,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.467898 37.818818),,1
510,2013-09-05 16:03:35+00:00,Phocoena phocoena,Harbor Porpoise,1,37.818795,-122.469983,spotter_pro,118,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.469983 37.818795),,1
501,2013-09-06 15:37:07+00:00,Phocoena phocoena,Harbor Porpoise,1,37.816943,-122.476516,spotter_pro,119,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.476516 37.816943),,1
505,2013-09-06 15:40:43+00:00,Phocoena phocoena,Harbor Porpoise,1,37.819544,-122.490245,spotter_pro,119,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.490245 37.819544),,1
503,2013-09-06 15:46:53+00:00,Phocoena phocoena,Harbor Porpoise,1,37.816293,-122.513334,spotter_pro,119,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.513334 37.816293),,1
508,2013-09-06 15:53:58+00:00,Phocoena phocoena,Harbor Porpoise,1,37.807532,-122.537623,spotter_pro,119,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.537623 37.807532),,1
504,2013-09-06 16:00:21+00:00,Balaenoptera acutorostrata,Minke Whale,1,37.796588,-122.556504,spotter_pro,119,Uncertain,HumanObservation,urn:lsid:marinespecies.org:taxname:137087,POINT (-122.556504 37.796588),,1
522,2013-09-07 15:44:19+00:00,Phocoena phocoena,Harbor Porpoise,1,37.819883,-122.497624,spotter_pro,125,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.497624 37.819883),,1
526,2013-09-07 15:45:29+00:00,Phocoena phocoena,Harbor Porpoise,1,37.818501,-122.50086,spotter_pro,125,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.50086 37.818501),,1
525,2013-09-07 15:47:22+00:00,Phocoena phocoena,Harbor Porpoise,1,37.817678,-122.507719,spotter_pro,125,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.507719 37.817678),,1
524,2013-09-07 15:57:26+00:00,Phocoena phocoena,Harbor Porpoise,1,37.817765,-122.543193,spotter_pro,125,Possible,HumanObservation,urn:lsid:marinespecies.org:taxname:137117,POINT (-122.543193 37.817765),,1
519,2013-09-07 18:46:04+00:00,Megaptera novaeangliae,Humpback Whale,1,37.681281,-123.099387,spotter_pro,125,Certain,HumanObservation,urn:lsid:marinespecies.org:taxname:137092,POINT (-123.099387 37.681281),,1
